Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,9,104,-0.166896135,Derrick Rose,,MIN,G,8,29.96875,18.75,1.125,4,4.875,0.875,0.25,0.440944882,15.875,0.763157895,4.75,1.75,0.568827049,-0.321844561,-0.673718961,0.832975868,-0.172330638,-0.767694993,-0.844253006,-0.205899087,0.081873113
,18,214,-0.490753289,Hamidou Diallo,,OKC,G,5,13.72333333,5.6,0.2,2.6,0.6,1,0.6,0.458333333,4.8,0.714285714,1.4,0.6,-1.657585188,-1.180395786,-1.147584159,-1.161137114,0.066583949,-0.23761144,-0.130262794,-0.209298266,1.240511192
,20,229,-0.519330518,Marcus Smart,,BOS,G,7,22.56904762,5.142857143,0.428571429,2.714285714,4,1,0.285714286,0.34375,4.571428571,0.733333333,2.142857143,1.428571429,-1.734983549,-0.968244132,-1.108901286,0.424824088,0.066583949,-0.713604834,-0.811810524,-0.233554427,0.405716055
,16,188,-0.431467101,Dwyane Wade,,MIA,G,7,25.12142857,13.14285714,1.857142857,4.428571429,3,0.428571429,0.428571429,0.419753086,11.57142857,0.733333333,2.142857143,2.428571429,-0.380512226,0.357703706,-0.528658186,-0.041635089,-1.02559702,-0.4972442,-0.931911146,-0.233554427,-0.601795318
,34,399,-0.980704149,Malachi Richardson,,TOR,G,5,5.84,1.4,0.4,0.8,0,0,0,0.25,1.6,0.5,0.4,0.4,-2.368682632,-0.994763089,-1.756839414,-1.44101262,-1.844732747,-1.146326102,-0.467165977,-0.248828228,1.442013467
,6,67,-0.060402291,Serge Ibaka,,TOR,F,8,28.17916667,16.625,0.5,7.75,1,0.625,1.5,0.524271845,12.875,0.75,3.5,2.25,0.209045604,-0.90194674,0.595562819,-0.974553443,-0.650159812,1.125460554,0.730164507,-0.25531154,-0.421882573
,7,79,-0.107056577,Noah Vonleh,,NYK,F,8,21.15625,8.375,0.25,8.5,2.125,0.75,1,0.564102564,4.875,0.75,3.5,1.125,-1.187752948,-1.133987612,0.849419175,-0.449786869,-0.411245225,0.368198335,0.545389766,-0.25531154,0.711567721
,13,151,-0.288199042,Carmelo Anthony,,HOU,F,6,31.19166667,13.16666667,2,5.5,0.666666667,0.666666667,1,0.373333333,12.5,0.733333333,2.5,1,-0.376481061,0.49029849,-0.166006249,-1.130039835,-0.570521616,0.368198335,-1.771454005,-0.275292079,0.837506643
,2,24,0.286254939,Marc Gasol,,MEM,C,6,31.67777778,15.33333333,2,8.166666667,3.5,2,0.5,0.430555556,12,0.75,4,1.166666667,-0.009645078,0.49029849,0.736594128,0.1915945,1.977900645,-0.389063883,-0.796777601,-0.294194829,0.669588081
,25,296,-0.674559662,Dillon Brooks,,MEM,F,6,18.38333333,4.666666667,0.5,2.166666667,1.166666667,0.833333333,0.333333333,0.321428571,4.666666667,0.7,1.666666667,0.833333333,-1.815606842,-0.90194674,-1.294256721,-0.896810247,-0.251968833,-0.641484623,-0.966154447,-0.308233714,1.005425205
,29,347,-0.795867775,Ante Zizic,,CLE,F,6,6.438888889,3.5,0,1.833333333,0.666666667,0.166666667,0,0.636363636,1.833333333,0.7,1.666666667,0.5,-2.01313391,-1.366028484,-1.407081768,-1.130039835,-1.526179964,-1.146326102,0.392951467,-0.308233714,1.34126233
,11,127,-0.226674672,Trae Young,,ATL,G,7,31.5,19.14285714,2.285714286,2.857142857,6.571428571,0.571428571,0.285714286,0.428571429,15,0.756756757,5.285714286,3,0.635341266,0.755488057,-1.060547694,1.624290544,-0.752551778,-0.713604834,-1.040574319,-0.310397187,-1.177516103
,31,364,-0.872366043,Ekpe Udoh,,UTA,C,5,5.956666667,0.8,0,1.2,0.6,0,0.4,0,0,0.666666667,1.2,0.4,-2.470267981,-1.366028484,-1.621449357,-1.161137114,-1.844732747,-0.540516327,0.021865648,-0.311041491,1.442013467
,34,402,-0.98381244,Ty Wallace,,LAC,G,4,3.625,1.25,0,0.25,0.25,0,0,0.4,1.25,0.5,0.5,0.25,-2.394078969,-1.366028484,-1.943000742,-1.324397826,-1.844732747,-1.146326102,-0.113634103,-0.315253156,1.593140173
,33,393,-0.949962073,Jonah Bolden,G-League,PHI,F,4,3.720833333,1.25,0,0.5,0.25,0,0.25,0.333333333,1.5,0.5,0.5,0.25,-2.394078969,-1.366028484,-1.858381956,-1.324397826,-1.844732747,-0.767694993,-0.272230697,-0.315253156,1.593140173
,11,130,-0.249122231,Cory Joseph,,IND,G,8,24.58333333,7.5,1,3.25,3.625,1,0.375,0.520833333,6,0.5,0.5,1.125,-1.335898248,-0.437864997,-0.927575317,0.249901897,0.066583949,-0.578379438,0.324817508,-0.315253156,0.711567721
,31,371,-0.887543439,Sviatoslav Mykhailiuk,,LAL,G,4,13.2625,2,0.25,1,1.5,0.5,0,0.25,3,0.5,0.5,0.75,-2.267097283,-1.133987612,-1.689144386,-0.741323854,-0.889074399,-1.146326102,-0.895068649,-0.315253156,1.089384486
,22,257,-0.584943555,Amir Johnson,,PHI,F,8,11.66666667,5.375,0,4,1.375,0.25,0.375,0.68,3.125,0.692307692,1.625,1.125,-1.695679694,-1.366028484,-0.673718961,-0.799631251,-1.366903573,-0.578379438,0.8337119,-0.329430219,0.711567721
,5,50,0.023882685,Joe Ingles,,UTA,F,7,33.37619048,14.42857143,2.714285714,5.142857143,4.285714286,1.714285714,0.142857143,0.469135802,11.57142857,0.666666667,1.285714286,2.857142857,-0.162829335,1.153272409,-0.286890228,0.558098139,1.431810161,-0.929965468,-0.180501756,-0.334463846,-1.033585907
,13,152,-0.291000615,Evan Turner,,POR,G,7,24.37857143,9.285714286,0.142857143,4.714285714,4.142857143,1.142857143,0.428571429,0.517857143,8,0.666666667,1.285714286,2.142857143,-1.0335609,-1.2334337,-0.431951003,0.491461114,0.339629192,-0.4972442,0.394492737,-0.334463846,-0.313934926
,14,161,-0.331230702,Marvin Williams,,CHA,F,8,23.61875,6.75,0.875,5,1.125,0.5,1.625,0.362068966,7.25,0.625,1,0.5,-1.462879935,-0.553885433,-0.33524382,-0.916246046,-0.889074399,1.314776108,-1.125648676,-0.354136446,1.34126233
,32,374,-0.891353056,Wesley Iwundu,,ORL,F,3,15.01666667,5.666666667,0,3.666666667,0,0.333333333,0,0.3,6.666666667,0.714285714,2.333333333,0.333333333,-1.646297927,-1.366028484,-0.786544008,-1.44101262,-1.207627181,-1.146326102,-1.577443979,-0.3600781,1.509180892
,25,291,-0.661005807,Jerian Grant,,ORL,G,7,20.72380952,4.142857143,0.428571429,2.571428571,2.571428571,1.142857143,0.142857143,0.333333333,5.142857143,0.5,0.571428571,1.571428571,-1.904292464,-0.968244132,-1.157254878,-0.241546165,0.339629192,-0.929965468,-0.986464675,-0.362699534,0.261785859
,3,25,0.266064245,Robert Covington,,PHI,F,8,34.97291667,13.5,3,5.625,1,2,1.75,0.423529412,10.625,0.705882353,2.125,1.75,-0.320044756,1.418461976,-0.123696856,-0.974553443,1.977900645,1.504091663,-0.801140626,-0.368313508,0.081873113
,3,35,0.123848809,Draymond Green,Probable - abductor,GSW,F,9,31.40185185,8.333333333,0.666666667,7.222222222,8.111111111,2,0.777777778,0.475409836,6.777777778,0.6875,1.777777778,3.111111111,-1.194807486,-0.747252826,0.416923161,2.342489594,1.977900645,0.031637349,-0.040750158,-0.38203919,-1.289461811
,29,344,-0.78692859,C.J. Miles,,TOR,F,8,14.05625,5,0.75,1.625,0.625,0.25,0.5,0.317073171,5.125,0.666666667,1.5,0.625,-1.759170537,-0.669905869,-1.477597422,-1.149475634,-1.366903573,-0.389063883,-1.092544065,-0.393019735,1.215323408
,25,295,-0.665467996,Cheick Diallo,,NOR,F,4,7.533333333,5.5,0,3.25,0.75,0.25,0.25,0.642857143,3.5,0.666666667,1.5,1,-1.674516079,-1.366028484,-0.927575317,-1.091168237,-1.366903573,-0.767694993,0.760187813,-0.393019735,0.837506643
,25,299,-0.682484904,Ivan Rabb,,MEM,F,2,11.49166667,4,0,4,1.5,0.5,0.5,0.6,2.5,0.666666667,1.5,2,-1.928479452,-1.366028484,-0.673718961,-0.741323854,-0.889074399,-0.389063883,0.408349363,-0.393019735,-0.17000473
,17,204,-0.465277653,Boban Marjanovic,Note,LAC,C,7,9.516666667,8,0,4,0.285714286,0.285714286,0.714285714,0.740740741,3.857142857,0.727272727,3.142857143,1,-1.251243791,-1.366028484,-0.673718961,-1.307738569,-1.298642262,-0.064522933,1.331993729,-0.395104249,0.837506643
,12,136,-0.264750086,John Henson,,MIL,F,7,15.8952381,6,0.714285714,7.428571429,0.857142857,0.857142857,1.285714286,0.421052632,5.428571429,0.625,1.142857143,1.142857143,-1.589861621,-0.703054565,0.486767238,-1.041190468,-0.206461293,0.800919603,-0.416308535,-0.407137579,0.693576447
,10,118,-0.204400271,Wendell Carter Jr.,,CHI,C,8,25.45625,10.75,0.375,6.25,2.625,0.5,1.75,0.435897436,9.75,0.714285714,2.625,1.375,-0.785644274,-1.017967176,0.087850107,-0.21655728,-0.889074399,1.504091663,-0.574794157,-0.407196798,0.459689878
,14,164,-0.344392252,Anthony Tolliver,,MIN,F,8,20.84583333,6.875,1.875,3.125,0.625,0.5,0.875,0.5,4.5,0.571428571,0.875,0.75,-1.441716321,0.374278054,-0.96988471,-1.149475634,-0.889074399,0.17888278,0.12580144,-0.417725961,1.089384486
,19,221,-0.501854702,Cedi Osman,,CLE,F,7,32.40714286,13.14285714,2,5.285714286,3.571428571,1,0.142857143,0.38372093,12.28571429,0.705882353,2.428571429,3.571428571,-0.380512226,0.49029849,-0.238536636,0.224913012,0.066583949,-0.929965468,-1.572896618,-0.423339936,-1.753236887
,35,411,-1.038940747,Michael Beasley,Questionable - personal,LAL,F,3,3.477777778,1,0,1,0,0,0,0.333333333,1,0.5,0.666666667,0.666666667,-2.436406198,-1.366028484,-1.689144386,-1.44101262,-1.844732747,-1.146326102,-0.174198582,-0.42596137,1.173343767
,30,360,-0.867076297,Richaun Holmes,,PHO,F,6,4.258333333,0.666666667,0,1.5,0.333333333,0.166666667,0.166666667,0.5,0.333333333,0.5,0.666666667,0.166666667,-2.492842503,-1.366028484,-1.519906815,-1.285526228,-1.526179964,-0.893905363,0.029564595,-0.42596137,1.677099454
,19,228,-0.518845834,Tony Snell,,MIL,G,7,16.64047619,6.571428571,1.285714286,1.714285714,0.857142857,0.285714286,0.285714286,0.514285714,5,0.333333333,0.428571429,0.142857143,-1.49311367,-0.172675429,-1.447376427,-1.041190468,-1.298642262,-0.713604834,0.231276035,-0.435373266,1.70108782
,10,110,-0.172686038,Larry Nance Jr.,,CLE,F,5,20.83333333,9.6,0,5.8,4,1.2,0,0.513513514,7.4,0.714285714,2.8,0.6,-0.980349526,-1.366028484,-0.064463707,0.424824088,0.448847288,-1.146326102,0.324278927,-0.435468017,1.240511192
,24,278,-0.62062897,Dante Exum,,UTA,G,7,18.8452381,10,0.714285714,2.428571429,2,0.285714286,0.285714286,0.418181818,7.857142857,0.730769231,3.714285714,1,-0.91262596,-0.703054565,-1.205608469,-0.508094266,-1.298642262,-0.713604834,-0.641994724,-0.439542294,0.837506643
,22,263,-0.599422604,Tim Frazier,,NOR,G,4,14.55416667,3.75,0.75,2,2.25,0.5,0.25,0.545454545,2.75,0,0.25,1,-1.970806681,-0.669905869,-1.350669244,-0.391479471,-0.889074399,-0.767694993,0.249752769,-0.442432188,0.837506643
,16,183,-0.413198876,Shelvin Mack,,MEM,G,6,24.59166667,8.833333333,0.666666667,2,4,0.833333333,0,0.487804878,6.833333333,0.692307692,2.166666667,1,-1.110153028,-0.747252826,-1.350669244,0.424824088,-0.251968833,-1.146326102,0.070113536,-0.444864121,0.837506643
,22,253,-0.569376703,Trey Burke,,NYK,G,8,21.275,10.25,1.125,2.25,3.625,0.5,0,0.397590361,10.375,0.636363636,1.375,1.125,-0.870298731,-0.321844561,-1.266050459,0.249901897,-0.889074399,-1.146326102,-1.135656445,-0.456609251,0.711567721
,19,217,-0.495681703,Markelle Fultz,,PHI,G,8,24.57083333,9.625,0.5,3.625,3.875,1,0.125,0.397590361,10.375,0.636363636,1.375,1.5,-0.976116803,-0.90194674,-0.800647139,0.366516691,0.066583949,-0.957010547,-1.135656445,-0.456609251,0.333750957
,12,139,-0.268120086,Maxi Kleber,,DAL,F,8,19.48958333,7.375,1.25,4.375,0.375,0.375,1.625,0.5,5.25,0.636363636,1.375,0.75,-1.357061863,-0.205824125,-0.546790783,-1.266090428,-1.127988986,1.314776108,0.143124072,-0.456609251,1.089384486
,28,333,-0.764104979,Bruce Brown,,DET,G,5,14.83333333,5,0.2,1.4,0.4,0.6,0.4,0.375,4.8,0.666666667,1.8,0.6,-1.759170537,-1.180395786,-1.553754329,-1.254428949,-0.697942729,-0.540516327,-0.656249367,-0.474997979,1.240511192
,21,252,-0.568520217,Omari Spellman,,ATL,F,6,17.67222222,7.333333333,1.166666667,4.5,0.833333333,0.5,0.166666667,0.421052632,6.333333333,0.625,1.333333333,1,-1.364116401,-0.283171082,-0.50448139,-1.052296639,-0.889074399,-0.893905363,-0.489337565,-0.477805756,0.837506643
,8,95,-0.147703455,Myles Turner,,IND,C,8,27.04166667,11.5,0.25,5.375,1.5,0.375,2.125,0.5,10,0.666666667,1.875,1.125,-0.658662587,-1.133987612,-0.208315642,-0.741323854,-1.127988986,2.072038327,0.252834074,-0.49549254,0.711567721
,5,55,-0.019473687,Rudy Gay,,SAS,F,7,29.22619048,14.28571429,1.285714286,8.428571429,2,1.285714286,0.571428571,0.525,11.42857143,0.636363636,1.571428571,2.428571429,-0.187016323,-0.172675429,0.82524238,-0.508094266,0.612674434,-0.280883567,0.661534259,-0.524249356,-0.601795318
,8,92,-0.144095251,Taj Gibson,,MIN,F,8,26.41458333,10.375,0.25,6.75,1,0.875,1,0.6,7.5,0.642857143,1.75,1.25,-0.849135117,-1.133987612,0.257087678,-0.974553443,-0.172330638,0.368198335,1.181316792,-0.559082056,0.5856288
,9,101,-0.157101895,Lonzo Ball,,LAL,G,8,27.9875,10.125,2,4.5,4.5,1.125,0,0.461538462,8.125,0.555555556,1.125,1.375,-0.891462346,0.49029849,-0.50448139,0.658053677,0.305498536,-1.146326102,-0.201399516,-0.583788282,0.459689878
,7,73,-0.081598129,LaMarcus Aldridge,,SAS,F,7,35.28571429,20.42857143,0,9.142857143,3.142857143,0.571428571,1.285714286,0.442622951,17.42857143,0.744680851,6.714285714,1.714285714,0.853024157,-1.366028484,1.067010338,0.025001937,-0.752551778,0.800919603,-0.890555813,-0.589058786,0.117855662
,8,93,-0.14512484,Paul Millsap,,DEN,F,7,28.43571429,12.57142857,0.571428571,8,1.285714286,1,1.571428571,0.441176471,9.714285714,0.727272727,4.714285714,1.857142857,-0.477260178,-0.835649348,0.680181605,-0.841279392,0.066583949,1.233640871,-0.505174414,-0.601092116,-0.026074534
,7,75,-0.092832144,Pascal Siakam,,TOR,F,8,25.95,10.875,0.375,7,2.25,1.25,0.625,0.59375,8,0.615384615,1.625,1.75,-0.764480659,-1.017967176,0.341706463,-0.391479471,0.544413123,-0.199748329,1.192865214,-0.622671571,0.081873113
,3,34,0.13528966,Bradley Beal,,WAS,G,7,33.30714286,22.57142857,3.142857143,4.285714286,3.714285714,1,0.857142857,0.453125,18.28571429,0.714285714,4,2,1.215828976,1.55105676,-0.577011778,0.291550038,0.066583949,0.151837701,-0.682906172,-0.629327803,-0.17000473
,15,180,-0.408141319,Derrick Favors,,UTA,F,6,22.31666667,10.5,0.166666667,7.333333333,0.333333333,0.5,1.166666667,0.489795918,8.166666667,0.7,3.333333333,1.833333333,-0.827971502,-1.211334569,0.45453151,-1.285526228,-0.889074399,0.620619075,0.100909327,-0.633338913,-0.002086168
,16,190,-0.437045753,Tyler Johnson,,MIA,G,7,23.96904762,8.285714286,0.714285714,2.142857143,2.142857143,1.285714286,0.428571429,0.407407407,7.714285714,0.642857143,2,0.857142857,-1.202869815,-0.703054565,-1.302315652,-0.44145724,0.612674434,-0.4972442,-0.739220447,-0.641361133,0.981436839
,5,58,-0.032192279,Montrezl Harrell,,LAC,F,7,20.4452381,13,0,5.857142857,1.142857143,0.857142857,1.857142857,0.64,7.142857143,0.72972973,5.285714286,1.714285714,-0.404699214,-1.366028484,-0.04512227,-0.907916418,-0.206461293,1.666362138,1.501809528,-0.64553016,0.117855662
,10,112,-0.182898011,Julius Randle,Probable - foot,NOR,F,7,23.03809524,16.71428571,0.571428571,7.857142857,2,0.714285714,0.571428571,0.5375,11.42857143,0.72972973,5.285714286,2.428571429,0.224162472,-0.835649348,0.631828013,-0.508094266,-0.479506535,-0.280883567,0.849386607,-0.64553016,-0.601795318
,24,286,-0.654303686,Pat Connaughton,,MIL,G,4,14.20833333,6.25,1.25,5.25,0.5,0.25,0.25,0.36,6.25,0.5,1,0.75,-1.547534393,-0.205824125,-0.250625034,-1.207783031,-1.366903573,-0.767694993,-0.984374715,-0.647377798,1.089384486
,4,39,0.106003416,P.J. Tucker,,HOU,F,6,35.675,9,2.166666667,5.166666667,1.5,2.333333333,0.833333333,0.413043478,7.666666667,0.5,1,0.833333333,-1.081934875,0.644992404,-0.278831296,-0.741323854,2.615006211,0.115777596,-0.677702847,-0.647377798,1.005425205
,22,258,-0.586243271,Mitchell Robinson,,NYK,C,6,14.15555556,4.166666667,0,3,0.166666667,0.5,0.666666667,0.611111111,3,0.5,1,0.333333333,-1.9002613,-1.366028484,-1.012194103,-1.363269424,-0.889074399,-0.136643144,0.52947832,-0.647377798,1.509180892
,23,270,-0.605893546,Wesley Johnson,,NOR,F,2,12.29166667,4.5,1,1,0,1,0.5,0.5,3,0.5,1,1,-1.843824995,-0.437864997,-1.689144386,-1.44101262,0.066583949,-0.389063883,0.091156176,-0.647377798,0.837506643
,23,269,-0.602985992,Bam Adebayo,,MIA,C,7,17.67619048,7.428571429,0,6.857142857,1,0.428571429,0.285714286,0.473684211,5.428571429,0.695652174,3.285714286,1.428571429,-1.347991742,-1.366028484,0.293352872,-0.974553443,-1.02559702,-0.713604834,-0.04060384,-0.65756349,0.405716055
,2,21,0.348759549,Nemanja Bjelica,,SAC,F,8,27.55625,15.125,2.25,6.5,3,1.375,0.875,0.582278481,9.875,0.647058824,2.125,1.125,-0.044917769,0.722339361,0.172468892,-0.041635089,0.78332771,0.17888278,1.318357196,-0.661554861,0.711567721
,9,102,-0.165354714,Luka Doncic,,DAL,G,8,34.7625,19.625,2.75,6.25,4.375,0.875,0.375,0.458333333,15,0.714285714,4.375,4,0.71697235,1.186421105,0.087850107,0.59974628,-0.172330638,-0.578379438,-0.453535733,-0.689908986,-2.185027476
,11,131,-0.251245068,Michael Kidd-Gilchrist,,CHA,F,8,21.60833333,9.5,0.25,5.875,1.75,0.25,1.5,0.535714286,7,0.666666667,2.625,0.875,-0.997280418,-1.133987612,-0.039078071,-0.62470906,-1.366903573,1.125460554,0.512285155,-0.70043815,0.963445565
,34,407,-1.013067738,Edmond Sumner,,IND,G,5,3.963333333,0.4,0,0.2,0.2,0.2,0,0.25,0.8,0,0.4,0.2,-2.537991547,-1.366028484,-1.959924499,-1.347720784,-1.462469407,-1.146326102,-0.222650165,-0.718014391,1.643515741
,17,201,-0.460786279,Ed Davis,,BKN,F,8,17.06041667,6.5,0,8.625,0.875,0.25,0.375,0.6,4.375,0.625,2,1,-1.505207164,-1.366028484,0.891728568,-1.03286084,-1.366903573,-0.578379438,0.698212149,-0.725144376,0.837506643
,11,125,-0.222078849,Elfrid Payton,Out - right ankle sprain (1g),NOR,G,5,28.78,11.6,0.6,5.8,6.4,0.8,0.2,0.5,9.6,0.636363636,2.2,2.2,-0.641731696,-0.809130392,-0.064463707,1.544326113,-0.31567939,-0.843421215,0.243595337,-0.740697692,-0.371507004
,20,231,-0.524611905,Rondae Hollis-Jefferson,,BKN,F,5,21.31,8.6,0,6,1,0.6,0.8,0.4,10,0.5,1.2,0.6,-1.149658442,-1.366028484,0.003231322,-0.974553443,-0.697942729,0.065293448,-1.062132359,-0.780227654,1.240511192
,7,83,-0.110736253,Nerlens Noel,,OKC,C,6,15.04722222,7.833333333,0,6.333333333,0.5,1.166666667,0.833333333,0.677419355,5.166666667,0.555555556,1.5,0.166666667,-1.279461943,-1.366028484,0.116056369,-1.207783031,0.385136732,0.115777596,1.346585232,-0.784008204,1.677099454
,14,159,-0.32718026,Tyreke Evans,,IND,G,7,20.15,10.28571429,1.285714286,2.857142857,3,1.142857143,0.714285714,0.424242424,9.428571429,0.583333333,1.714285714,1.428571429,-0.864251984,-0.172675429,-1.060547694,-0.041635089,0.339629192,-0.064522933,-0.699625859,-0.786708597,0.405716055
,11,124,-0.220146314,Alex Len,,ATL,C,7,23.68571429,10.42857143,0.571428571,5.857142857,1.714285714,0.428571429,1.428571429,0.553571429,8,0.583333333,1.714285714,1.428571429,-0.840064996,-0.835649348,-0.04512227,-0.641368316,-1.02559702,1.017280237,0.770197432,-0.786708597,0.405716055
,15,178,-0.388504761,Miles Bridges,,CHA,F,7,18.95,8,1,3.285714286,1.142857143,0.714285714,0.285714286,0.605263158,5.428571429,0.428571429,1,0.714285714,-1.251243791,-0.437864997,-0.915486919,-0.907916418,-0.479506535,-0.713604834,0.898657898,-0.814944285,1.125367035
,23,273,-0.613777137,Alfonzo McKinnie,,GSW,F,9,11.76296296,5.888888889,0.888888889,3.888888889,0.222222222,0.222222222,0.222222222,0.538461538,4.333333333,0.375,0.888888889,0.444444444,-1.608673723,-0.540994273,-0.71132731,-1.337355025,-1.419995703,-0.809765116,0.341113038,-0.834231301,1.397235184
,23,274,-0.614770313,J.J. Barea,,DAL,G,8,18.66666667,8,0.75,2.25,6.375,0.75,0,0.320512821,9.75,0.571428571,1.75,1.25,-1.251243791,-0.669905869,-1.266050459,1.532664634,-0.411245225,-1.146326102,-2.054131394,-0.852323408,0.5856288
,17,202,-0.463200969,Thon Maker,,MIL,C,3,13.75555556,6.333333333,1,4.666666667,0.666666667,0,1,0.583333333,4,0.5,1.333333333,0.666666667,-1.533425316,-0.437864997,-0.448068867,-1.130039835,-1.844732747,0.368198335,0.552575163,-0.868794225,1.173343767
,19,223,-0.505066694,Kyle Anderson,,MEM,F,6,22.97222222,4,0,5.833333333,2,1.5,0.333333333,0.384615385,4.333333333,0.5,1.333333333,1.5,-1.928479452,-1.366028484,-0.053181202,-0.508094266,1.022242297,-0.641484623,-0.535531251,-0.868794225,0.333750957
,29,346,-0.793114445,Mario Hezonja,,NYK,G,8,18.1,8.75,1,3.125,1.125,0.625,0,0.367088608,9.875,0.444444444,1.125,1.375,-1.124262104,-0.437864997,-0.96988471,-0.916246046,-0.650159812,-1.146326102,-1.475946474,-0.877029634,0.459689878
,13,149,-0.280851308,Brandon Ingram,,LAL,F,4,28.25416667,17.25,1,4,1,1,1.5,0.473684211,14.25,0.6875,4,2.75,0.314863676,-0.437864997,-0.673718961,-0.974553443,0.066583949,1.125460554,-0.142116757,-0.880677533,-0.92563826
,3,30,0.200322093,Giannis Antetokounmpo,Playing - concussion,MIL,F,6,30.64722222,25,0.166666667,14.16666667,5.666666667,0.666666667,1.666666667,0.508474576,19.66666667,0.725,6.666666667,5,1.62700777,-1.211334569,2.767444977,1.20225605,-0.570521616,1.377881293,0.695264626,-0.892560841,-3.192538849
,3,28,0.250127335,Blake Griffin,,DET,F,7,36.4547619,27.28571429,2.714285714,10.57142857,4.285714286,0.428571429,0.714285714,0.492647059,19.42857143,0.730769231,7.428571429,3.142857143,2.013999577,1.153272409,1.550546254,0.558098139,-1.02559702,-0.064522933,0.282751958,-0.895956072,-1.321446299
,33,395,-0.968194315,Ben McLemore,,SAC,G,4,4.504166667,2.25,0.75,0,0.25,0,0,0.333333333,2.25,0,0.5,0,-2.224770054,-0.669905869,-2.027619527,-1.324397826,-1.844732747,-1.146326102,-0.419278869,-0.90173586,1.845018016
,25,293,-0.663723682,Derrick Jones,,MIA,F,4,19.04166667,9,0.75,2.75,1,0.5,0.5,0.40625,8,0.636363636,2.75,1,-1.081934875,-0.669905869,-1.096812888,-0.974553443,-0.889074399,-0.389063883,-0.779584436,-0.930089986,0.837506643
,29,341,-0.776561333,Chandler Hutchison,,CHI,F,7,18.88095238,3.714285714,0.142857143,3.714285714,0.428571429,0.428571429,0.285714286,0.4,3.571428571,0.5,1.428571429,0.571428571,-1.976853428,-1.2334337,-0.770426144,-1.241101544,-1.02559702,-0.713604834,-0.365276497,-0.932056062,1.269297232
,16,189,-0.433465652,Tristan Thompson,,CLE,C,7,26.53333333,7.571428571,0,9.285714286,1.714285714,0.714285714,0.428571429,0.461538462,7.428571429,0.5,1.428571429,1.428571429,-1.323804755,-1.366028484,1.115363929,-0.641368316,-0.479506535,-0.4972442,-0.182262502,-0.932056062,0.405716055
,2,15,0.477136672,James Harden,Doubtful - hamstring tightness (1g),HOU,G,4,35.98333333,28.5,3.75,6.25,9,2,0.5,0.46835443,19.75,0.735294118,8.5,5,2.219588974,2.114584591,0.087850107,2.757119974,1.977900645,-0.389063883,-0.34382573,-0.937385785,-3.192538849
,12,144,-0.273950766,Mohamed Bamba,,ORL,C,7,20.62380952,5.714285714,0.714285714,5.428571429,1.142857143,0.285714286,2,0.515151515,4.714285714,0.2,0.714285714,0.714285714,-1.638235597,-0.703054565,-0.190183045,-0.907916418,-1.298642262,1.882722772,0.224676937,-0.960291749,1.125367035
,35,414,-1.08242944,Semi Ojeleye,Starting,BOS,F,5,4.866666667,0.6,0,0.6,0,0,0,0.166666667,1.2,0.25,0.8,0,-2.504129764,-1.366028484,-1.824534442,-1.44101262,-1.844732747,-1.146326102,-0.476404714,-0.983714104,1.845018016
,7,81,-0.10941683,Kent Bazemore,,ATL,G,7,29.9452381,15,1.714285714,4.857142857,2.285714286,1.571428571,1,0.469879518,11.85714286,0.652173913,3.285714286,2.571428571,-0.066081383,0.225108922,-0.383597411,-0.374820215,1.158764918,0.368198335,-0.173902658,-0.992696464,-0.745725514
,15,170,-0.353897947,Jabari Parker,,CHI,F,8,28.16875,14.625,1.25,6.375,2.125,0.625,0.5,0.447619048,13.125,0.619047619,2.625,1.75,-0.129572227,-0.205824125,0.1301595,-0.449786869,-0.650159812,-0.389063883,-0.579027715,-0.993679502,0.081873113
,2,18,0.390614928,JaVale McGee,,LAL,C,8,27.16041667,15.5,0.125,7.5,1.25,1,3.25,0.632183908,10.875,0.619047619,2.625,1.75,0.018573074,-1.250008048,0.510944034,-0.857938649,0.066583949,3.775878319,2.163308059,-0.993679502,0.081873113
,25,294,-0.664579545,Ian Mahinmi,,WAS,C,6,16.83611111,4.5,0,4.166666667,0.5,0.666666667,0.5,0.4375,2.666666667,0.65,3.333333333,0.666666667,-1.843824995,-1.366028484,-0.617306438,-1.207783031,-0.570521616,-0.389063883,-0.135703844,-1.024327382,1.173343767
,2,20,0.352744687,Nikola Mirotic,,NOR,F,7,30.31428571,23.14285714,2.857142857,9.857142857,1.285714286,0.857142857,0.428571429,0.534482759,16.57142857,0.666666667,3.857142857,1.142857143,1.312576927,1.285867193,1.308778296,-0.841279392,-0.206461293,-0.4972442,1.156022716,-1.037134509,0.693576447
,31,372,-0.888925534,Isaiah Briscoe,,ORL,G,3,7.683333333,3.333333333,0.333333333,0.666666667,1.666666667,0,0,0.5,2.666666667,0.333333333,1,0.333333333,-2.041352062,-1.056640655,-1.801969433,-0.663580658,-1.844732747,-1.146326102,0.083457228,-1.038366267,1.509180892
,25,289,-0.657209997,Trey Lyles,,DEN,F,7,20.32619048,9.571428571,0.428571429,4.857142857,2,1.142857143,0.285714286,0.384615385,9.285714286,0.636363636,3.142857143,2.285714286,-0.985186924,-0.968244132,-0.383597411,-0.508094266,0.339629192,-0.713604834,-1.172556277,-1.065370196,-0.457865122
